node_id,node_type,node_subtype,degree,source,source_edge,name,notes,display_group,display_color,display_label,infra_field,infra_type,infra_class,infra_category,infra_name,display_name,gate_name,gate_name_status,needs_gate_name_review,snap_dist_m,index_right,grid_x,grid_y,grid_id,lat,lon,cell_seq,grid_node_code
N1617,junction,,3.0,graph,,N1617,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.768260402162525,-73.97388910033798,56,12056
N8956,junction,,3.0,graph,,N8956,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.768145499592265,-73.97332389664871,57,12057
N1636,junction,,3.0,graph,,N1636,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.768140899098356,-73.97379209701091,58,12058
N6051,junction,,3.0,graph,,N6051,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.768122598496895,-73.97377740183488,59,12059
N5961,junction,,4.0,graph,,N5961,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76793378822131,-73.9732696419618,60,12060
N5962,junction,,4.0,graph,,N5962,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.767933341655834,-73.97332171177881,61,12061
N5964,junction,,3.0,graph,,N5964,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76793129953437,-73.97348100083524,62,12062
INF_0300,infrastructure,tourism:attraction,,infrastructure,E06038,Tortoise,useful_infrastructure; tourism:attraction,infrastructure,#9467bd,Information / landmark,tourism,attraction,Information / landmark,Information / landmark,Tortoise,Tortoise,,,False,8.047909047554233,1,1,2,12,40.76792575218526,-73.97276705924554,63,12063
N6057,junction,,3.0,graph,,N6057,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76784310200729,-73.97372649913548,64,12064
N6046,junction,,3.0,graph,,N6046,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76783519664912,-73.97502429429652,65,12065
N6241,junction,,3.0,graph,,N6241,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76773669828065,-73.97378359957358,66,12066
N8811,dead_end,,1.0,graph,,N8811,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.767633703113454,-73.97422610576771,67,12067
N2387,junction,,3.0,graph,,N2387,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.767541203074515,-73.97524689673493,68,12068
N6223,junction,,3.0,graph,,N6223,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76739690094306,-73.97328219514074,69,12069
N6210,junction,,3.0,graph,,N6210,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76730369943103,-73.97348260211683,70,12070
N5981,junction,,3.0,graph,,N5981,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76728390273129,-73.97497070291682,71,12071
N2406,junction,,3.0,graph,,N2406,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76727430324129,-73.97505729729171,72,12072
N6207,junction,,3.0,graph,,N6207,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.767246802216604,-73.97338030077978,73,12073
N11750,junction,,3.0,graph,,N11750,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76714839601113,-73.97499070015313,74,12074
N6015,junction,,4.0,graph,,N6015,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76709250295902,-73.97342040113871,75,12075
N6410,junction,,4.0,graph,,N6410,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.767018402717056,-73.97337919505988,76,12076
N13217,dead_end,,1.0,graph,,N13217,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.766978099076645,-73.97493770025055,77,12077
N13179,junction,,3.0,graph,,N13179,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76694150129919,-73.97498269441107,78,12078
N13170,junction,,3.0,graph,,N13170,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.766930302138604,-73.97507580587774,79,12079
INF_0132,infrastructure,tourism:attraction,,infrastructure,E06095,Gapstow Bridge,useful_infrastructure; tourism:attraction,infrastructure,#9467bd,Information / landmark,tourism,attraction,Information / landmark,Information / landmark,Gapstow Bridge,Gapstow Bridge,,,False,0.050600873836560915,1,1,2,12,40.76692789385255,-73.97382982057637,80,12080
N13162,junction,,3.0,graph,,N13162,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.766831802842994,-73.9748940948935,81,12081
N13182,dead_end,,1.0,graph,,N13182,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76678360087311,-73.97531929419763,82,12082
N13175,junction,,3.0,graph,,N13175,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.766753095591454,-73.97523680005068,83,12083
N13285,dead_end,,1.0,graph,,N13285,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76675049570682,-73.97469970303493,84,12084
N13189,junction,,3.0,graph,,N13189,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76653719872126,-73.97521529435724,85,12085
N13216,junction,,3.0,graph,,N13216,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76652099810092,-73.97510940532534,86,12086
N13238,junction,,4.0,graph,,N13238,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.766453900536284,-73.97502690513376,87,12087
N13241,dead_end,,1.0,graph,,N13241,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76635140221995,-73.97512620537493,88,12088
N0953,junction,,3.0,graph,,N0953,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76630819903644,-73.97611269983067,89,12089
N13212,dead_end,,1.0,graph,,N13212,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.766204498431485,-73.97545140069622,90,12090
N0946,junction,,3.0,graph,,N0946,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76617299760886,-73.97605240542254,91,12091
N0948,junction,,3.0,graph,,N0948,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76615249946567,-73.97582050466049,92,12092
N0937,junction,,3.0,graph,,N0937,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.766098499488,-73.97614899902862,93,12093
INF_0172,infrastructure,tourism:artwork,,infrastructure,E00933,José Martí,useful_infrastructure; tourism:artwork,infrastructure,#9467bd,Information / landmark,tourism,artwork,Information / landmark,Information / landmark,José Martí,José Martí,,,False,4.689396077069648,1,1,2,12,40.766034189313466,-73.97611976527725,94,12094
N13276,dead_end,,1.0,graph,,N13276,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76594049758027,-73.97461659643727,95,12095
N6359,junction,,3.0,graph,,N6359,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76581459959272,-73.97619869975453,96,12096
N0944,junction,,3.0,graph,,N0944,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.765768703058924,-73.97609019872962,97,12097
INF_0258,infrastructure,tourism:artwork,,infrastructure,E09426,Simón Bolívar,useful_infrastructure; tourism:artwork,infrastructure,#9467bd,Information / landmark,tourism,artwork,Information / landmark,Information / landmark,Simón Bolívar,Simón Bolívar,,,False,6.938296312714499,1,1,2,12,40.76565389409751,-73.9758189859304,98,12098
INF_0103,infrastructure,amenity:drinking_water,,infrastructure,E00957,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,7.349176936368756,1,1,2,12,40.76556373311143,-73.97507645397675,99,12099
C_INT_0007,intermediate_confirmation,length_confirmation,,edge_rule,E09426,length_confirmation_7,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.765418159165094,-73.97526210030588,100,12100
N9094,junction,,3.0,graph,,N9094,,core,red,Core candidate node,,,,,,,,,,,1,1,2,12,40.76520540344791,-73.97475950499334,101,12101
N3986,junction,,3.0,graph,,N3986,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.77256749754017,-73.97277109972592,1,13001
N3985,junction,,4.0,graph,,N3985,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.77251370208106,-73.97267020072087,2,13002
INF_0125,infrastructure,tourism:artwork,,infrastructure,E08996,Eagles and Prey,useful_infrastructure; tourism:artwork,infrastructure,#9467bd,Information / landmark,tourism,artwork,Information / landmark,Information / landmark,Eagles and Prey,Eagles and Prey,,,False,5.998479332550417,2,1,3,13,40.77247500781549,-73.97246209530613,3,13003
INF_0067,infrastructure,amenity:drinking_water,,infrastructure,E09005,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,2.8223448078795665,2,1,3,13,40.77247317862953,-73.9720410413183,4,13004
N8729,junction,,3.0,graph,,N8729,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.77244050297726,-73.97199990320101,5,13005
N3084,junction,,4.0,graph,,N3084,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.77243509761321,-73.97250760483959,6,13006
N4049,junction,,3.0,graph,,N4049,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.77190370006616,-73.97326640062323,7,13007
N11516,dead_end,,1.0,graph,,N11516,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.771888502759325,-73.97337370528456,8,13008
N4001,junction,,3.0,graph,,N4001,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.771801203430456,-73.97318650253627,9,13009
N7725,dead_end,,1.0,graph,,N7725,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.77169429612968,-73.97343300267337,10,13010
INF_0304,infrastructure,barrier:gate,,infrastructure,E07922,Unnamed gate,useful_infrastructure; barrier:gate,infrastructure,#7f7f7f,Entrance / gate,barrier,gate,Entrance / gate,Entrance / gate,Unnamed gate,Unnamed gate,,missing_name,True,0.0,2,1,3,13,40.77167599999999,-73.9733886,11,13011
N6771,junction,,3.0,graph,,N6771,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.77163799822048,-73.97329580114864,12,13012
INF_0210,infrastructure,leisure:pitch,,infrastructure,E06898,Pitch,useful_infrastructure; leisure:pitch,infrastructure,#e377c2,Recreation,leisure,pitch,Recreation,Recreation,Pitch,Pitch,,,False,8.81189329060386,2,1,3,13,40.77089702724956,-73.97351875100503,13,13013
N6749,junction,,3.0,graph,,N6749,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.770592697311045,-73.97356669578333,14,13014
N6784,junction,,3.0,graph,,N6784,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.770454102066054,-73.97322430449906,15,13015
N6142,junction,,3.0,graph,,N6142,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.770452300161615,-73.97358070552946,16,13016
N6649,junction,,4.0,graph,,N6649,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.77044059701127,-73.97337499584637,17,13017
N6648,junction,,3.0,graph,,N6648,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.77038380325006,-73.97335520524409,18,13018
N6151,junction,,3.0,graph,,N6151,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.77025290401904,-73.9743521972788,19,13019
N6131,junction,,3.0,graph,,N6131,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.770115998193084,-73.97397969539776,20,13020
N6132,junction,,3.0,graph,,N6132,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.77011319949679,-73.97404790593211,21,13021
N6144,junction,,4.0,graph,,N6144,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.77006559588043,-73.97377400150995,22,13022
N3322,junction,,4.0,graph,,N3322,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.77001569838164,-73.97435660326538,23,13023
N3327,junction,,3.0,graph,,N3327,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.77000070149547,-73.97388160554993,24,13024
N2934,junction,,4.0,graph,,N2934,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76995300321218,-73.97428500405853,25,13025
N2899,junction,,4.0,graph,,N2899,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76988270261297,-73.974262801908,26,13026
INF_0148,infrastructure,leisure:pitch,,infrastructure,E06711,Heckscher Ballfield 1,useful_infrastructure; leisure:pitch,infrastructure,#e377c2,Recreation,leisure,pitch,Recreation,Recreation,Heckscher Ballfield 1,Heckscher Ballfield 1,,,False,23.07571385543145,2,1,3,13,40.76987017909033,-73.97583224726168,27,13027
INF_0019,infrastructure,tourism:attraction,,infrastructure,E12247,Central Park Carousel,useful_infrastructure; tourism:attraction,infrastructure,#9467bd,Information / landmark,tourism,attraction,Information / landmark,Information / landmark,Central Park Carousel,Central Park Carousel,,,False,13.880538759512358,2,1,3,13,40.769861799999994,-73.9751221,28,13028
N11722,dead_end,,1.0,graph,,N11722,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76986179920365,-73.97512210389678,29,13029
N3330,junction,,3.0,graph,,N3330,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76984880376245,-73.97459319898282,30,13030
N11717,dead_end,,1.0,graph,,N11717,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.769847797448335,-73.97536119459588,31,13031
N6598,junction,,3.0,graph,,N6598,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.769828403881334,-73.97583220519817,32,13032
N2900,junction,,4.0,graph,,N2900,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76982339590646,-73.97421770438146,33,13033
N11711,junction,,3.0,graph,,N11711,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.7698117010004,-73.97524150567978,34,13034
N3423,junction,,3.0,graph,,N3423,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76978070268574,-73.97468470101859,35,13035
N2884,junction,,3.0,graph,,N2884,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76972270103916,-73.97516169583318,36,13036
N11710,junction,,3.0,graph,,N11710,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.7697100986681,-73.97523679860369,37,13037
N6289,junction,,3.0,graph,,N6289,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.769690895957034,-73.97536700560883,38,13038
N2879,junction,,4.0,graph,,N2879,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76961221389566,-73.9748838887602,39,13039
N2898,junction,,3.0,graph,,N2898,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.769589899768114,-73.97386220145644,40,13040
N2878,junction,,4.0,graph,,N2878,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.7695658072605,-73.97481747778113,41,13041
N2877,junction,,4.0,graph,,N2877,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76952014885855,-73.974752145494,42,13042
N2956,junction,,3.0,graph,,N2956,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.769347003702215,-73.97494030141773,43,13043
N6787,junction,,3.0,graph,,N6787,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76921690346219,-73.97475359568344,44,13044
N6797,junction,,3.0,graph,,N6797,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.769014001661944,-73.974522794748,45,13045
N1627,junction,,3.0,graph,,N1627,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76890129982981,-73.9743790950916,46,13046
N6254,junction,,4.0,graph,,N6254,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76876610394758,-73.97636780188239,47,13047
N1601,junction,,3.0,graph,,N1601,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76869530126744,-73.97618640538198,48,13048
N1598,junction,,4.0,graph,,N1598,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76855377690857,-73.97575366908654,49,13049
N1597,junction,,4.0,graph,,N1597,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76851638351528,-73.97565628967892,50,13050
N1596,junction,,4.0,graph,,N1596,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76849019425495,-73.9755880876407,51,13051
N1602,junction,,3.0,graph,,N1602,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76843189569914,-73.97486220535437,52,13052
N1581,junction,,3.0,graph,,N1581,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76840369951299,-73.97505489617618,53,13053
N1580,junction,,3.0,graph,,N1580,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.768398400517164,-73.97521999483583,54,13054
N3446,junction,,4.0,graph,,N3446,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.768329703768735,-73.97589390330289,55,13055
INF_0155,infrastructure,leisure:playground,,infrastructure,E06359,Hecksher Playground,useful_infrastructure; leisure:playground,infrastructure,#e377c2,Recreation,leisure,playground,Recreation,Recreation,Hecksher Playground,Hecksher Playground,,,False,54.17348589583001,2,1,3,13,40.76832291441329,-73.97682072827689,56,13056
N0344,junction,,4.0,graph,,N0344,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.768283896376104,-73.97580359668001,57,13057
N1592,junction,,4.0,graph,,N1592,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76825619760895,-73.97573379472679,58,13058
INF_0330,infrastructure,entrance:yes,,infrastructure,E06360,Unnamed yes entrance,useful_infrastructure; entrance:yes,infrastructure,#7f7f7f,Entrance / gate,entrance,yes,Entrance / gate,Entrance / gate,Unnamed yes entrance,Unnamed yes entrance,,missing_name,True,29.434918738105907,2,1,3,13,40.76823419358191,-73.9769367395472,59,13059
INF_0296,infrastructure,amenity:toilets,,infrastructure,E06360,Toilets,useful_infrastructure; amenity:toilets,infrastructure,#1f77b4,Restroom,amenity,toilets,Restroom,Restroom,Toilets,Toilets,,,False,19.684125233972672,2,1,3,13,40.768232460059984,-73.97693920356002,60,13060
INF_0108,infrastructure,amenity:drinking_water,,infrastructure,E06360,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,8.958393669792256,2,1,3,13,40.768216272320764,-73.97696221266001,61,13061
N7958,junction,,3.0,graph,,N7958,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76819700015833,-73.97499889996065,62,13062
N2395,junction,,4.0,graph,,N2395,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76766290116192,-73.97606729608289,63,13063
INF_0031,infrastructure,amenity:drinking_water,,infrastructure,E06209,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,0.014736352282221914,2,1,3,13,40.76761337889798,-73.97601915959395,64,13064
N6050,junction,,3.0,graph,,N6050,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.76741489646138,-73.9773122983508,65,13065
N0999,junction,,5.0,graph,,N0999,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.767398400303925,-73.97548409472428,66,13066
N0095,junction,,4.0,graph,,N0095,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.767226699665706,-73.97742179671451,67,13067
N0315,junction,,3.0,graph,,N0315,,core,red,Core candidate node,,,,,,,,,,,2,1,3,13,40.767202695708974,-73.97670269907049,68,13068
INF_0110,infrastructure,amenity:drinking_water,,infrastructure,E00339,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,10.515985130075892,2,1,3,13,40.76718582508905,-73.97703142958166,69,13069
